X,name,Year,D,TR.year,agePA,PAArea,Forest.2000,Loss.2001,Loss.2002,Loss.2003,Loss.2004,Loss.2005,Loss.2006,Loss.2007,Loss.2008,Loss.2009,Loss.2010,Loss.2011,Loss.2012,Loss.2013,Loss.2014,Loss.2015,Loss.2016,Loss.2017,Loss.2018,Loss.2019,Loss.2020,Rainfall.2000,Rainfall.2001,Rainfall.2002,Rainfall.2003,Rainfall.2004,Rainfall.2005,Rainfall.2006,Rainfall.2007,Rainfall.2008,Rainfall.2009,Rainfall.2010,Rainfall.2011,Rainfall.2012,Rainfall.2013,Rainfall.2014,Rainfall.2015,Rainfall.2016,Rainfall.2017,Rainfall.2018,Rainfall.2019,Rainfall.2020,Population.2000,Population.2001,Population.2002,Population.2003,Population.2004,Population.2005,Population.2006,Population.2007,Population.2008,Population.2009,Population.2010,Population.2011,Population.2012,Population.2013,Population.2014,Population.2015,Population.2016,Population.2017,Population.2018,Population.2019,Population.2020,slope,aspect,elevation,ppp2000,Road.length,Zone,x,y,closest.city,AGB.mean
117,Pench (Indira Priyadarsini) National Park/Tiger Reserve,1975,1,2007,45,742084161.8,294.5377659,9.00E-04,0.0063,0.0117,0.0144,0.0189,0.0261,0.027,0.0333,0.0333,0.0333,0.0342,0.0855,0.0882,0.1143,0.1197,0.1197,0.1197,0.1197,0.1197,0.1584,1056.372386,1408.428666,1128.323469,1602.905223,1161.124397,1680.449611,1477.459357,1537.047736,1387.272399,1594.507126,1888.26558,1514.3972,1548.421567,2095.74999,1274.824305,1385.727214,1484.943439,1335.978048,1407.436664,1630.713262,1640.327653,0.494756178,0.51485612,0.514845431,0.520777672,0.510153451,0.517820561,0.551944495,0.531991079,0.539913861,0.537211518,0.517633885,0.529306912,0.511922584,0.525427638,0.50467055,0.478083703,0.463531514,0.471821852,0.487281669,0.491214507,0.524538146,3.397294715,155.0061624,488.4573795,8.369356,61095.45591,CEEG,79.27733,21.71134,159.6631016,130.8776803
118,Peppara WLS,1983,0,0,37,93311935.97,83.76370235,0.074632941,0.121432941,0.303469412,0.379916471,0.414116471,0.592108236,0.836844707,0.888472942,0.903218824,0.903218824,1.022018824,1.105718824,1.250618824,1.344218824,1.431444706,1.442244706,1.477048235,1.609443529,1.620243529,1.621747058,1956.04615,1983.464665,1846.693015,1828.639423,2217.121996,2156.761968,2599.537823,2365.39511,2204.332353,1968.422911,2286.01478,2118.919358,1860.045808,1850.976695,1693.186772,2326.703871,1271.874506,1810.600672,2083.162512,2212.883595,2049.541394,0.668020095,0.964968746,0.724095843,0.730275732,1.198938799,0.851487994,0.931078031,0.678294994,0.542280577,0.570926896,1.032471192,0.657611788,0.482394811,0.451280032,0.517600847,0.521081308,0.708138737,0.695841139,0.728213328,0.733913093,0.715160809,14.28071575,195.2977694,451.7957253,13.32348,2597.003471,WG,77.17781,8.63454,404.2568807,217.2752395
119,Periyar WLS Tiger Reserve,1982,1,2007,38,581491013.5,516.6738141,0.087391765,0.284597647,0.628327059,0.858889412,0.900081177,1.185854118,1.312972942,1.556290589,1.563490589,1.563490589,1.620225883,1.799269412,1.840669412,1.90170353,1.90620353,1.93680353,1.968952942,2.067804707,2.266634119,2.291834119,2603.135941,2402.418679,2178.195574,2274.623906,2735.742716,2601.097388,3052.723325,2999.999597,2716.781332,2443.492703,3236.68873,2780.28484,2430.126513,2100.987857,2068.389011,2361.221866,1453.545609,2250.910994,2768.701919,2363.912774,2488.623603,0.902571743,0.93848737,0.953176659,0.90412798,1.004504171,0.987699902,0.879977717,0.932404359,0.906487969,0.908971298,0.861319902,0.972070648,1.013701556,1.037774242,0.976432092,1.006382221,1.020297801,1.079800251,1.048003199,1.061651215,1.117149364,14.78868607,183.522761,909.4545796,9.928773357,14849.089,WG,77.14818,9.47059,362.4285714,232.9388053
120,Phen WLS,1983,0,0,37,113905958.9,104.6663576,0.0054,0.0054,0.0063,0.008128235,0.044992941,0.044992941,0.046792941,0.047692941,0.049492941,0.049492941,0.146435294,0.146435294,0.146435294,0.147335294,0.147335294,0.147335294,0.147335294,0.147335294,0.147335294,0.147335294,1070.393254,1657.144846,1313.796314,1800.965913,1439.494527,1835.591392,1281.717119,1571.529892,1400.018371,1482.521532,1553.350766,1632.662084,1635.319747,1909.445126,1402.089098,1168.214988,1510.299908,1254.491675,1364.517774,1561.059349,1672.811264,0.210726953,0.207512481,0.206720683,0.204350194,0.221708134,0.20166655,0.210193901,0.220146962,0.205268394,0.252709927,0.240457007,0.237667983,0.260832193,0.274027673,0.266714822,0.281533213,0.271075578,0.285970805,0.286162897,0.293930521,0.294741969,7.074501705,183.2945747,760.2032321,2.212304856,0,CEEG,81.02892,22.36753,438.8424658,227.87742
121,Pilibhit Tiger Reserve,2014,1,2014,6,595958396.5,526.83852,0.018,0.094168235,0.094168235,0.09845647,0.11735647,0.186497646,0.200897646,0.204497646,0.214397646,0.226997646,0.237797646,0.494445881,0.509276469,0.583076469,0.583076469,0.952461175,1.229661175,1.267411763,2.046843528,3.893643528,1659.899592,1017.496577,1065.843593,1545.38071,1176.940158,1276.328108,1247.722939,1453.965204,1756.470605,1333.106671,1389.788562,1851.488059,1360.112299,2050.46827,1182.519799,1140.135371,1440.814862,1549.37058,1574.482509,1246.844553,1269.560533,1.241810814,1.282061005,1.259454281,1.334742069,1.273779166,1.357801282,1.527690329,1.371565336,1.49441591,1.537505949,1.526281753,1.354901242,1.462196292,1.429994991,1.468129552,1.347300808,1.434921034,1.454854327,1.514504066,1.531991658,1.559676164,1.366840292,168.5038117,199.2966595,6.168786662,52522.103,CEEG,80.01975,28.63496,132.5095057,258.8060152
122,Purna WLS,1990,0,0,30,179108394.4,35.02068706,0.0018,0.0018,0.0036,0.0045,0.0045,0.0063,0.0063,0.0135,0.0189,0.0198,0.0207,0.03474,0.05274,0.05814,0.05814,0.05814,0.05814,0.05814,0.05814,0.05814,1142.908734,1057.354757,941.0969486,1115.166236,1492.820428,1566.337723,1780.322438,1754.937084,1129.328583,1086.167409,1586.6085,1551.573815,1328.637298,1619.661985,1173.990806,1008.115895,1232.34855,1256.696594,964.2681805,1582.55701,1818.377922,0.695499982,0.745500349,0.737254553,0.754375582,0.780922761,0.787965794,0.842062142,0.747590196,0.720928677,0.719314241,0.680890876,0.689013668,0.634847646,0.703733475,0.689547967,0.759111975,0.806902215,0.864860326,0.859566823,0.881263815,0.911020612,9.701452118,192.06152,275.1068262,9.415408223,0,WG,73.61759,20.93206,789.2027027,101.1406456
123,Pushpagiri WLS,1987,0,0,33,119399095.1,109.0739082,0.074654118,0.097154118,0.28314353,0.32454353,0.36954353,0.39654353,0.441204706,0.452004706,0.571704706,0.766104706,0.802104706,0.802104706,0.802104706,0.802104706,0.805704706,0.805704706,0.805704706,0.810515294,0.813215294,0.815915294,3293.950983,2969.749467,2613.495995,2571.008221,3275.550195,3799.776119,3596.765215,3850.181638,3301.542458,3855.553174,3633.037192,3428.447806,3203.010531,3043.533086,3429.824216,2815.723511,2228.525749,3077.653086,3540.054283,3134.448928,3533.9385,0.336408949,0.344505483,0.35705196,0.354387655,0.38495003,0.342347727,0.331053119,0.357334915,0.31709536,0.333723918,0.265364347,0.27523,0.303954338,0.30942992,0.298751679,0.317799372,0.332334986,0.344151174,0.343756383,0.335920579,0.352548224,18.58998832,213.3533496,780.17692,8.014142,5986.058707,WG,75.67703,12.58984,374.8601399,248.363942
124,Radhanagari WLS,1958,0,0,62,413385441.3,181.3140424,0.0018,0.009151765,0.011851765,0.021751765,0.049651765,0.064051765,0.070351765,0.084751765,0.099151765,0.113812941,0.405412941,0.416212941,0.429712941,0.438712941,0.440512941,0.440512941,0.440512941,0.493612941,0.535912941,0.577312941,2163.091448,1633.967959,1933.5148,1690.055311,1954.465206,2877.349665,2744.793034,2961.264177,1817.841479,2252.809301,2963.150241,2160.667434,1678.241337,1890.333183,1942.888401,1341.760376,2024.810387,1876.410825,1729.02876,2504.782033,2552.318521,0.912617166,0.84397799,0.843346488,0.827849621,0.88172458,0.837278131,0.827265347,0.865059499,0.814859081,0.805726991,0.85835438,0.861062846,0.858778243,0.887614092,0.926878941,0.942443485,0.925590041,1.028638585,0.983202559,1.022978237,1.150339425,7.994268905,176.9472957,736.7967825,5.491226854,47031.72171,WG,73.94931,16.33732,202.5318725,120.6872626
125,Rajaji National Park/Tiger Reserve,1983,1,2015,37,794361761.3,608.3788871,0.016316471,0.025316471,0.030716471,0.038816471,0.098781177,0.111381177,0.141081177,0.194181177,0.204981177,0.294737648,0.344724707,0.520164707,0.529164707,0.534564707,0.534564707,0.534564707,0.534564707,0.534564707,0.536364707,0.536364707,655.2349167,630.0384977,650.4130346,665.0313304,668.143755,799.9010206,682.7742873,873.8934419,824.7603725,1427.896988,1927.65293,2075.936322,1805.332589,2030.642268,1384.420911,1697.84234,1341.085715,1715.619423,2058.396782,1518.201861,1637.908261,1.587260138,1.50737316,1.508747607,1.541355071,1.681980059,1.60359264,1.745278342,1.835231065,1.648442673,1.577374118,1.640342899,1.619415339,1.577575548,1.569896802,1.619546173,1.550027838,1.633100036,1.676074421,1.710990683,1.696558955,1.782366846,9.493205339,180.7051216,544.5242258,5.482878754,95164.15485,CEEG,78.11247,30.06252,129.2490706,224.7322588
126,Ranipur WLS,1977,0,0,43,212343008.7,72.51991765,0,0,0,0,0,0,0,0,0.0018,0.0018,0.0018,0.0018,0.0045,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,875.6773461,945.0404443,829.4113924,1144.746104,923.4291758,1008.38264,799.3105509,762.1447866,1103.502861,633.4643373,704.9143728,1185.714066,1104.66684,1264.515658,813.1050845,635.9100147,1223.719895,812.5641971,886.5908617,1220.928099,1000.417691,0.380045859,0.379238852,0.369565754,0.374693973,0.316342837,0.379586414,0.41614384,0.47583473,0.545695162,0.541347028,0.574942646,0.561612829,0.647716188,0.643925256,0.631601821,0.579166738,0.738674364,0.776941402,0.776302366,0.825816104,0.771854522,6.204163455,175.0255066,310.5048575,3.792086572,3874.641527,CEEG,81.05537,24.96309,270.3284672,93.33544708
127,Ranthambhore Tiger Reserve,1980,1,2007,40,1363438990,0.9558,9.00E-04,0.0018,0.0027,0.0027,0.0108,0.0108,0.0108,0.0117,0.0117,0.0117,0.0126,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,0.0207,712.7626298,825.5793482,428.9889374,720.3501219,666.1219184,617.8662317,570.3023663,595.8706938,861.5778293,456.672048,803.0792499,752.5775731,893.6676362,1035.098613,673.2989476,548.1502417,895.1303048,585.2086664,968.7207314,976.7793427,727.2173619,0.872426755,0.923060794,0.948409752,0.940263142,0.975976025,0.969792595,0.977866322,0.979805238,0.986231239,1.028775492,0.98698045,1.020921977,0.888633613,0.859759939,0.896652055,0.869261257,0.866514164,0.86525232,0.897253768,0.9128777,0.891644445,6.204730907,177.2655506,325.872011,4.329436354,46276.29068,CEEG,76.74099,26.12675,200.4242938,24.65436716
128,Ratapani WLS,1978,0,0,42,1040564609,139.3670471,0.0018,0.0018,0.0018,0.0027,0.0027,0.0072,0.0081,0.0099,0.0126,0.0126,0.0126,0.0225,0.0324,0.063310588,0.063310588,0.063310588,0.063310588,0.063310588,0.063310588,0.063310588,1216.210321,1062.668837,1122.075719,1395.697954,1065.015011,1457.905604,1800.956723,1209.920492,1068.482726,1290.721723,1315.047143,1419.141618,1282.906566,1994.803899,1256.256465,1207.681681,1821.853176,1058.459394,1158.215477,2039.576321,1527.876897,0.552915396,0.553438471,0.542879475,0.54645554,0.615225345,0.569224972,0.602032872,0.654994902,0.598971309,0.583218219,0.576931153,0.565793966,0.533604752,0.540095355,0.552973609,0.54527541,0.563816417,0.577657378,0.602059746,0.61941511,0.642062052,6.624809573,174.0739785,468.806161,2.67592857,11922.41917,CEEG,77.66639,22.91646,286.6965779,85.66144623
129,Sahyadri Tiger Reserve,1985,1,2012,35,821020783.4,241.7495047,0.006952941,0.015875294,0.019475294,0.026675294,0.050075294,0.053675294,0.056375294,0.078875294,0.089675294,0.104975294,0.109475294,0.125675294,0.143675294,0.143675294,0.144575294,0.179463529,0.20406,0.22026,0.23646,0.25266,1985.076221,1747.630771,1674.742743,1537.346812,1928.857074,2641.91931,2609.963739,2811.098736,1712.758772,2172.919364,2837.434805,2170.566293,1535.709834,2123.753722,1904.454075,1297.179775,1994.662473,1855.441432,1654.007751,2303.394761,2470.403634,0.694749189,0.670257174,0.667746494,0.662397801,0.719600996,0.665278202,0.657522913,0.672452163,0.625355106,0.577007755,0.560365013,0.567243031,0.554964564,0.572336481,0.570732923,0.601474987,0.571634841,0.632023255,0.614263999,0.650472536,0.73220634,12.14259395,172.9021615,811.0028525,5.615164,65217.06499,WG,73.7537,17.40347,269.5099206,94.45381451
130,Sanjay Dubri WLS/Tiger Reserve,1975,1,2011,45,728483729,347.9765365,0.045790588,0.045790588,0.045790588,0.046690588,0.07368,0.09438,0.097923529,0.111423529,0.117458823,0.118358823,0.140858823,0.146258823,0.150758823,0.150758823,0.150758823,0.150758823,0.150758823,0.150758823,0.150758823,0.150758823,950.1360026,1219.340639,1115.923955,1407.060879,1080.249519,1202.119019,1178.456311,1059.486636,1213.363841,769.1654396,994.1286861,1343.750488,1386.146086,1429.703083,1060.96991,941.6971273,1545.165839,1062.153533,1166.367582,1326.021681,1293.885154,0.249212087,0.271736239,0.276585254,0.279753476,0.28295016,0.284633788,0.296788215,0.298453685,0.298860905,0.303391683,0.307789252,0.30269521,0.310279452,0.309110502,0.31065155,0.329670723,0.326925733,0.331384051,0.342744852,0.347195406,0.346360351,5.326315819,181.7430049,500.9707107,2.620297389,68081.24048,CEEG,81.83655,23.9336,175.9252137,155.5996426
131,Sariska National Park,1955,1,2007,65,788703488.9,47.51856,0.0063,0.0243,0.0261,0.0306,0.0306,0.036,0.0414,0.0441,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,0.0495,654.7232079,726.2525073,378.9040039,732.9387048,632.0355912,728.8815431,532.9715199,669.2370576,901.4697784,501.9012106,1008.119984,796.7472218,992.0262712,914.0667219,584.1694373,484.3837323,890.9937502,582.6737231,895.6160059,690.4802586,659.9671468,0.82999181,0.780461198,0.810515391,0.836526689,0.819476548,0.823190467,0.876072812,0.859493338,0.911117158,0.865289821,0.997052636,0.900572544,1.100035073,0.909327924,1.055422425,0.932758586,0.989198071,0.96557673,1.017597982,1.040564218,1.0041971,12.7905115,173.281739,499.0749472,7.504701,32273.96613,CEEG,76.4183,27.36241,219.7668952,40.16429224
132,Sathyamangalam WLS/Tiger Reserve,2008,1,2013,12,788512121.8,354.1463012,0,0,0.016478824,0.035378824,0.045278824,0.067122353,0.101251765,0.101251765,0.106651765,0.106651765,0.134022353,0.147741177,0.210854118,0.247274118,0.260138824,0.261038824,0.293438824,0.364581177,0.378074118,0.380777647,1190.966237,1127.333394,869.7209168,832.6662577,1296.772134,1430.328272,1202.312666,1237.099166,1048.779957,907.3348313,1426.502424,1382.115915,1045.672591,859.4833497,953.4954243,1136.213569,567.5567092,1070.703372,1011.645728,1079.346092,949.195511,0.588682004,0.583986512,0.580675635,0.565710966,0.604523827,0.578848788,0.580169489,0.609594691,0.565834531,0.560112804,0.644667282,0.601929717,0.515849093,0.596614054,0.568705843,0.578787425,0.558888907,0.576805383,0.568150035,0.585328536,0.529738743,11.49612887,186.1362601,873.2415103,11.85608679,79200.01241,WG,77.10391,11.64535,170.0233298,101.0599334
133,Satkosia Gorge WLS,1976,1,2007,44,927011455.5,748.8783741,0.070125882,0.133584706,0.186684706,0.213081177,0.310655295,0.352955295,0.413255295,0.59226353,0.625457648,0.651557648,0.676757648,0.765550589,0.770541177,0.779407059,0.780307059,0.782107059,0.796447059,0.816247059,0.942247059,1.178047059,966.9877778,1678.062713,1218.617371,1543.288305,1307.028075,1563.813941,1597.983512,1729.785913,1795.337839,1483.685256,1253.109455,1551.804176,1417.811999,1580.130564,1370.236961,1218.927725,1304.247794,1507.558506,1516.078723,1346.958002,1626.508087,0.444363114,0.465006748,0.460803424,0.466146384,0.447535916,0.459836122,0.462881668,0.451574627,0.473933222,0.480685059,0.480865276,0.484269303,0.456303235,0.52383923,0.580573123,0.464093106,0.476962409,0.478447939,0.48533597,0.498774556,0.51332801,12.77457389,173.6838707,308.0153289,1.86337506,61928.214,CEEG,84.82248,20.57699,366.2077922,198.2276584
134,Satpura National Park/Tiger Reserve,1981,1,2007,39,349898187.1,220.14798,0.009,0.009,0.0108,0.017078824,0.018878824,0.023378824,0.024278824,0.028778824,0.035978824,0.038678824,0.038678824,0.038678824,0.048578824,0.055778824,0.055778824,0.066578824,0.066578824,0.066578824,0.066578824,0.068378824,1606.52124,1397.924601,1743.168213,2321.183664,1466.484805,2255.994957,2260.873614,2038.054199,1695.728576,2195.42899,2263.992972,2186.731896,2142.098973,2872.252487,1683.280598,1689.118095,2543.628194,1701.290351,1836.396624,2856.165906,2210.067345,0.435480566,0.379600039,0.382678403,0.391551777,0.377580126,0.365647912,0.376614629,0.414206986,0.365110451,0.378137346,0.371962863,0.329538388,0.322194381,0.310759577,0.316802469,0.332679372,0.300754882,0.309552923,0.322410572,0.33769902,0.343437242,11.25567692,180.6432488,682.1758198,2.593576,11018.42983,CEEG,78.25974,22.51063,242.630137,162.4494693
135,Sessa Orchid WLS,1989,0,0,31,65465456.21,61.36182,0.0018,0.0027,0.0027,0.0045,0.012532941,0.012582341,0.016517635,0.019217635,0.023717635,0.026417635,0.026417635,0.032717635,0.034517635,0.060617635,0.077717635,0.082217635,0.161039988,0.173639988,0.176339988,0.209639988,1312.598412,1127.221338,1121.146281,1235.037067,1424.465183,1130.055385,1034.881114,1172.172276,978.2105312,1112.584795,1247.737963,1000.287138,1299.025991,1108.806693,1090.213077,1288.835143,1018.692067,1244.802705,985.2381378,1043.209782,1102.84455,0.16770021,0.152678746,0.154022715,0.156253353,0.175722311,0.152263957,0.154766459,0.161020742,0.133081952,0.119027101,0.116659143,0.1151635,0.094767887,0.107275536,0.101959758,0.116110252,0.120122824,0.131976117,0.125590835,0.12466147,0.141782896,31.07731644,166.1963054,2171.113223,0.2471169,0,SGNEBF,92.4886,27.11274,950.8390805,281.0625506
136,Sharavati Valley WLS,1974,0,0,46,458463297.7,262.7566482,0.054218824,0.110608236,0.196108236,0.204010589,0.599209413,0.795183531,1.179900002,1.206900002,1.254338826,1.254338826,1.328876473,1.412248238,1.674727062,1.907989415,1.976325886,2.027837651,2.177237651,2.328292945,2.580554121,2.738707062,3497.534246,2532.43599,2685.932731,2235.165702,3001.872896,3912.094236,3189.733868,4198.053799,3184.054372,3840.370832,4125.16314,3384.484615,3079.728109,3125.946131,3474.130781,2724.732883,2444.652246,2626.347913,2954.154807,3963.266597,3758.26715,0.488588838,0.466272077,0.443587173,0.446338393,0.451751712,0.426417118,0.447174641,0.415562646,0.412006834,0.396378862,0.367066555,0.320378428,0.321758189,0.321620593,0.370884307,0.409621018,0.394852318,0.416644205,0.415908879,0.426500001,0.441937578,7.924488001,162.0478838,546.7915318,3.324527048,42955.56508,WG,74.78796,14.09233,192.1793478,201.1310648
137,Shendurney WLS,1984,0,0,36,192726229.1,188.1648459,0.0378,0.131456471,0.153674118,0.177974118,0.192127059,0.340715294,0.574715294,0.615,0.6402,0.6402,0.742369412,0.820478824,1.02624,1.071561176,1.158141176,1.158141176,1.262541176,1.319241176,1.332741176,1.332741176,1992.341198,2142.637408,1964.435246,1997.715822,2441.386895,2212.364921,2759.354249,2616.741247,2329.152296,2144.342541,2498.315036,2310.177267,2078.375795,1985.281364,1783.67389,2386.41002,1279.968049,1983.491269,2229.970548,2257.296463,2126.298722,0.510519739,0.492607021,0.430732064,0.467549951,0.528572329,0.619890957,0.569898098,0.347129683,0.449742984,0.367657668,0.739557465,0.552722529,0.422033228,0.40264306,0.395113512,0.448718353,0.529064811,0.514561666,0.55843924,0.558305593,0.553270339,18.34992083,188.0274103,668.7310478,13.32348,20266.1855,WG,77.18082,8.8762,208.0357143,244.1376995
138,Shettihalli WLS,1974,0,0,46,354364585.1,232.6739859,0.742552941,0.755152941,0.812752941,0.882952941,0.954864706,0.984928235,2.232289411,2.44961294,2.571727058,2.680627058,2.716627058,2.920027058,3.260643529,3.331743529,3.365043529,3.658443529,3.948504705,4.225704705,4.515504705,4.806204705,1958.206726,1348.506032,1348.824037,1042.842957,1594.180981,2335.442635,1732.375725,2410.845931,1733.269261,2358.720162,2634.588255,1434.304313,1629.699106,1663.322634,1756.152532,1576.344228,1251.166986,1402.241626,1415.512123,1870.791547,1922.269987,0.932292337,0.868220371,0.807870792,0.7883142,0.879987846,0.791566966,0.744746089,0.70403536,0.668207487,0.72432759,0.769062887,0.700343042,0.721202878,0.704306336,0.74660476,0.756519705,0.704226443,0.724072344,0.760902039,0.837523037,0.807072022,5.781731523,165.5781058,694.2074156,5.579058,10874.44954,WG,75.45746,13.83533,190.3770492,177.1571803
139,Shoolpaneswar (Dhumkhal) WLS,1982,0,0,38,653927076.3,42.21175412,0.0252,0.0324,0.0468,0.0522,0.0657,0.0918,0.1107,0.1413,0.1809,0.1917,0.2439,0.3501,0.3501,0.3501,0.3501,0.3501,0.3501,0.3501,0.3501,0.3501,965.5980879,930.2329602,946.7946561,1201.287835,1505.908475,1202.646644,1923.835001,1449.560816,1152.403846,978.308541,1246.781978,1279.36539,1107.732325,1511.767597,1022.02013,1003.711882,1119.091151,1167.562626,907.4608782,1479.913334,1521.515132,1.125834386,1.072482992,1.047243152,1.134622123,1.10710679,1.143022266,1.188860381,1.132327505,1.091715646,1.064191468,1.012497468,1.015929901,0.896475787,0.915660157,0.92095878,1.043550909,1.067587561,1.100216685,1.123931267,1.148896106,1.174224867,10.64870186,185.0072766,331.9312832,7.845301,36426.69344,CEEG,73.70011,21.73603,263.9209246,79.97363189
140,Silent Valley National Park,1984,0,0,36,98354985.54,89.68982824,0,0,0,0,0.002230588,0.003130588,0.015402353,0.016302353,0.019902353,0.019902353,0.021702353,0.021702353,0.121912941,0.127312941,0.127376441,0.127376441,0.127376441,0.196104676,0.357511735,0.362011735,2147.191205,2365.027129,1993.939461,2007.010192,2462.233771,2843.403727,2767.115994,3231.715233,2269.810876,2353.523803,3127.523886,2852.776967,2272.056362,2139.865078,2199.991482,1986.221899,1530.787252,2125.407627,2607.1398,2264.29771,2257.664459,0.448627837,0.475399311,0.426274656,0.446106468,0.422552901,0.378468071,0.383952,0.363591079,0.391819935,0.371388762,0.350379914,0.349953313,0.538485714,0.513545766,0.515040047,0.51558957,0.590462898,0.595538448,0.671421961,0.68172285,0.697737123,19.97349765,201.3268479,1258.378557,10.18638,13940.62692,WG,76.4346,11.13452,197.7094017,216.4806752
141,Similipal-Hadagarh WLS/Tiger Reserve,1978,1,2007,42,2361787569,2047.811647,0.421905882,1.228231764,1.264231764,2.035531764,2.154995293,2.596125881,2.889525881,3.00604941,3.271771763,3.985567057,4.11856941,5.013847057,5.317355292,5.53228588,5.55478588,5.67448588,5.79418588,6.491579998,6.654952939,6.72262588,1178.123068,1587.950883,1442.617639,1549.335186,1340.406874,1584.305785,1764.580792,2035.063848,1784.983982,1422.562897,1314.307737,1726.366923,1406.084793,2029.787586,1554.944296,1280.701207,1542.985599,1865.600504,1716.495967,1424.145347,1743.279004,0.273341884,0.270890978,0.269857302,0.285820275,0.298078838,0.284736316,0.307457638,0.297846804,0.291022272,0.297662243,0.293241372,0.284964274,0.307976627,0.356613351,0.337069794,0.295541038,0.369607881,0.387865684,0.388541752,0.395451746,0.419331261,11.67679031,175.948569,675.848557,4.312471862,62625.7706,CEEG,86.3423,21.80839,484.7340067,213.7807143
142,Singhori WLS,1976,0,0,44,247644743.4,40.89430588,0.0144,0.0153,0.0171,0.018,0.018,0.0396,0.0396,0.0414,0.0441,0.0477,0.0477,0.065569412,0.072769412,0.073669412,0.073669412,0.073669412,0.073669412,0.073669412,0.073669412,0.073669412,1239.267125,1232.957336,1024.078067,1487.406276,1139.390126,1623.502429,1672.31492,1114.110135,1218.128698,1354.450237,1362.641453,1473.53199,1320.950859,2098.156418,1257.034142,1139.548375,1830.007515,1170.698721,1241.1491,2038.881715,1441.238293,0.621072198,0.607888822,0.60735858,0.602923914,0.686319035,0.623237625,0.63839792,0.650978783,0.615534449,0.630306529,0.565482228,0.550556243,0.513395272,0.564662527,0.548116913,0.565831145,0.590641152,0.615040793,0.642594445,0.657903787,0.73091596,6.895720028,171.8699275,441.9501561,2.869173,11624.27877,CEEG,78.17295,23.17189,273.9808917,84.02999369
143,Sohagibarwa WLS,1987,0,0,33,243996230.7,207.6759706,0.029996471,0.032696471,0.05688,0.075638824,0.270769412,0.293297647,0.329992941,0.333592941,0.372624706,0.378024706,0.395124706,0.469944706,0.500647059,0.501547059,0.501547059,0.501547059,0.501547059,0.501547059,0.501547059,0.501547059,1906.242948,1712.722924,1286.050912,1554.829953,1638.348967,1343.110146,1298.935432,1657.491096,2107.139496,1535.489656,1732.324876,1576.933974,1512.994194,1774.447867,1570.498317,1131.283582,1806.324362,1530.841006,1447.855307,1389.687354,2029.560916,2.080269278,1.754415737,1.754192155,1.976523944,1.873279211,1.991455145,2.248249394,2.012105856,2.172959625,2.295551579,2.353168272,2.32790549,2.369081468,2.287314417,2.246579971,2.620617681,2.550703029,2.375268437,2.540102811,2.594780169,2.072523849,1.572484479,169.028767,105.2673856,5.340421,38824.2349,CEEG,83.54598,27.28715,144.1784615,230.1924977
144,Sohelwa WLS,1988,0,0,32,620274332.5,538.2214165,0.028362353,0.042861177,0.048420001,0.17196706,0.19536706,0.259362354,0.472104707,0.521604707,0.678056472,0.690656472,1.413674119,1.541985884,1.60453059,1.60993059,1.60993059,1.60993059,1.61893059,1.61893059,1.623614119,1.657814119,1971.23922,1440.087994,1225.419576,1533.155376,1512.905713,1418.279395,1467.377822,1670.075712,2218.627933,1606.273339,1567.618095,1681.394051,1639.148166,2044.037682,1475.876927,1160.765445,1563.165865,1689.089667,1573.762119,1369.389711,1916.767587,0.924076098,1.024304988,1.032289469,1.033272733,0.92103335,1.023839537,1.022796434,0.920293278,1.044642417,1.038391721,1.105969031,0.921616882,1.164157458,1.000251697,1.214148653,1.137402648,1.566010757,1.732589634,1.840343712,1.862355347,1.852176298,1.835435456,182.9944866,174.1016091,5.706589645,5718.291834,CEEG,82.35977,27.73556,320.0542169,229.6196725
145,Someshwara WLS,1974,0,0,46,386070015.2,375.6113153,0.0099,0.033338824,0.044742353,0.050456471,0.208750589,0.281142354,0.363892942,0.401714118,0.443947059,0.458347059,0.652062353,0.774141177,0.889757648,0.971325883,0.991037648,1.02204353,1.104550589,1.204570589,1.242448236,1.265195295,3596.762893,3307.257462,3055.43992,2638.265276,3461.475901,3925.52409,3653.985007,4215.736323,3468.268898,4243.772598,4465.384058,3857.406605,3485.23566,3541.946292,4067.165243,3465.056936,2659.966008,3110.717753,3647.853544,4020.184408,3976.157377,0.349335135,0.358013022,0.362416171,0.375206848,0.378911824,0.343268361,0.344717523,0.351619291,0.367785911,0.338027816,0.323131316,0.323391877,0.330074478,0.32900905,0.343283279,0.374727478,0.36543841,0.371326132,0.376441021,0.382387417,0.371384727,11.71554974,190.6257434,421.4727084,5.241631949,22220.06045,WG,75.05417,13.52664,282.825054,254.8178017
